1626357339.000000, IBI
11.406250,0.531250
11.953125,0.546875
12.515625,0.562500
13.078125,0.562500
13.625000,0.546875
14.156250,0.531250
14.687500,0.531250
15.218750,0.531250
15.750000,0.531250
16.281250,0.531250
16.812500,0.531250
17.375000,0.562500
17.953125,0.578125
18.562500,0.609375
19.187500,0.625000
19.796875,0.609375
20.390625,0.593750
20.968750,0.578125
21.515625,0.546875
22.062500,0.546875
22.625000,0.562500
23.171875,0.546875
23.750000,0.578125
24.312500,0.562500
24.875000,0.562500
25.421875,0.546875
25.968750,0.546875
26.515625,0.546875
27.046875,0.531250
27.593750,0.546875
28.156250,0.562500
28.687500,0.531250
29.218750,0.531250
29.765625,0.546875
30.296875,0.531250
30.859375,0.562500
31.406250,0.546875
31.953125,0.546875
32.500000,0.546875
33.062500,0.562500
33.640625,0.578125
34.234375,0.593750
34.812500,0.578125
35.375000,0.562500
35.953125,0.578125
36.546875,0.593750
37.156250,0.609375
37.781250,0.625000
38.375000,0.593750
38.953125,0.578125
39.531250,0.578125
40.109375,0.578125
40.703125,0.593750
41.296875,0.593750
41.890625,0.593750
42.484375,0.593750
43.078125,0.593750
43.671875,0.593750
44.265625,0.593750
44.859375,0.593750
45.437500,0.578125
46.031250,0.593750
46.625000,0.593750
47.250000,0.625000
47.859375,0.609375
48.484375,0.625000
49.109375,0.625000
49.718750,0.609375
50.328125,0.609375
50.906250,0.578125
51.500000,0.593750
52.078125,0.578125
52.656250,0.578125
53.218750,0.562500
53.765625,0.546875
54.312500,0.546875
54.875000,0.562500
55.437500,0.562500
56.015625,0.578125
56.625000,0.609375
57.203125,0.578125
57.781250,0.578125
58.375000,0.593750
58.984375,0.609375
59.578125,0.593750
60.156250,0.578125
60.718750,0.562500
61.296875,0.578125
61.890625,0.593750
62.468750,0.578125
63.078125,0.609375
63.656250,0.578125
64.218750,0.562500
64.796875,0.578125
65.359375,0.562500
65.937500,0.578125
66.515625,0.578125
67.078125,0.562500
67.640625,0.562500
68.218750,0.578125
68.828125,0.609375
69.406250,0.578125
69.968750,0.562500
70.531250,0.562500
71.109375,0.578125
71.671875,0.562500
72.250000,0.578125
72.812500,0.562500
73.375000,0.562500
73.953125,0.578125
74.546875,0.593750
75.125000,0.578125
75.718750,0.593750
76.296875,0.578125
76.875000,0.578125
77.484375,0.609375
78.093750,0.609375
78.703125,0.609375
79.281250,0.578125
79.875000,0.593750
80.453125,0.578125
81.062500,0.609375
81.640625,0.578125
82.234375,0.593750
82.812500,0.578125
83.421875,0.609375
84.031250,0.609375
84.640625,0.609375
85.218750,0.578125
85.812500,0.593750
86.421875,0.609375
87.031250,0.609375
87.625000,0.593750
88.218750,0.593750
88.781250,0.562500
89.359375,0.578125
89.953125,0.593750
90.531250,0.578125
91.093750,0.562500
91.671875,0.578125
92.250000,0.578125
92.843750,0.593750
93.421875,0.578125
94.000000,0.578125
94.593750,0.593750
95.218750,0.625000
95.812500,0.593750
96.390625,0.578125
96.968750,0.578125
97.546875,0.578125
98.140625,0.593750
98.734375,0.593750
99.296875,0.562500
99.859375,0.562500
100.421875,0.562500
101.000000,0.578125
101.546875,0.546875
102.093750,0.546875
102.656250,0.562500
103.218750,0.562500
103.828125,0.609375
104.421875,0.593750
105.000000,0.578125
105.593750,0.593750
106.171875,0.578125
106.765625,0.593750
107.359375,0.593750
107.921875,0.562500
108.468750,0.546875
109.031250,0.562500
109.609375,0.578125
110.171875,0.562500
110.734375,0.562500
111.296875,0.562500
111.875000,0.578125
112.515625,0.640625
113.140625,0.625000
113.750000,0.609375
114.375000,0.625000
114.984375,0.609375
115.593750,0.609375
116.203125,0.609375
116.937500,0.734375
117.515625,0.578125
118.109375,0.593750
118.703125,0.593750
119.265625,0.562500
